step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,customer_id,account_age_days,high_risk_country,billing_country,is_disposable_email,customer_name,billing_city,email,is_new_device,shipping_billing_mismatch,num_failed_payment_attempts,browser,device_os,device_id,ip_billing_distance_km,hour_of_day,day_index,is_night,account_txn_total,account_txn_index,time_since_last_hours,txn_count_last_24h
405,CASH_OUT,172673.32,C700990589,13564.63,0.0,C664048806,398786.4,571459.72,0,0,U152149,153,0,DE,0,Jennifer Strickland,Port Karenchester,harrispamela@icloud.com,1,0,0,Firefox,macOS,D37017559,131.7,21,16,0,4,3,5,1
332,CASH_OUT,38701.28,C1283948723,10456.0,0.0,C1368348131,0.0,38701.28,0,0,U46227,67,0,IN,0,Catherine Anthony,New Karen,sabrina14@gmail.com,0,0,1,Samsung Internet,iOS,D97327147,134.8,20,13,0,2,1,196,0
43,PAYMENT,13520.74,C1876323985,0.0,0.0,M2062738953,0.0,0.0,0,0,U138359,1459,0,FR,0,Clinton Aguilar,New Tiffany,danamorrison@proton.me,0,0,0,Opera,Linux,D11932986,240.7,19,1,0,9,0,-1,0
404,CASH_OUT,78685.06,C279024714,0.0,0.0,C775336556,122593.88,201278.94,0,0,U77973,3650,0,DE,0,Kristen Wilson,Smithfort,rodriguezjustin@proton.me,0,0,0,Firefox,Android,D24211013,200.7,20,16,0,5,4,10,1
379,CASH_OUT,51124.22,C1827783340,79967.0,28842.78,C153202332,0.0,51124.22,0,0,U100698,366,0,IN,0,Joshua Lawson,Jefferybury,cestrada@proton.me,0,0,0,Safari,Windows,D15570829,139.6,19,15,0,5,4,100,0
399,PAYMENT,30280.76,C641565388,675.32,0.0,M2014936019,0.0,0.0,0,0,U13068,284,0,FR,0,Nathaniel Hobbs,Lake Alisonmouth,jaimemitchell@gmail.com,0,0,0,Edge,iOS,D14653181,26.6,15,16,0,4,3,72,0
154,CASH_OUT,262014.46,C337035019,51184.0,0.0,C4331629,5635900.4,5897914.86,0,0,U137253,343,0,DE,0,Richard Singh,Lake Emma,huffrobert@outlook.com,0,0,1,Edge,Linux,D72741211,255.2,10,6,0,7,2,22,1
281,CASH_IN,97512.24,C1900819419,3055843.16,3153355.4,C558193118,1670641.6,1573129.35,0,0,U145363,441,0,US,0,Julie Johnson,Amystad,gcabrera@yahoo.com,0,0,1,Samsung Internet,Linux,D36472963,32.1,17,11,0,6,3,4,1
179,PAYMENT,7638.89,C1501413121,104490.0,96851.11,M1551330787,0.0,0.0,0,0,U192200,637,0,DE,0,Timothy Owens Jr.,South Marcus,elizabeth26@gmail.com,0,0,0,Opera,Windows,D88637832,440.2,11,7,0,8,1,171,0
393,CASH_OUT,415522.68,C2068229588,16651.0,0.0,C1871478685,1293622.34,1709145.01,0,0,U96663,349,0,VN,0,Marc Clark,Lake Kelseybury,kevin32@icloud.com,0,0,0,Firefox,macOS,D87246025,9.8,9,16,0,7,5,13,1
206,TRANSFER,477623.11,C965642278,0.0,0.0,C372374036,9215975.04,9693598.15,0,0,U147744,450,1,ID,0,Ronald Friedman,Michaelland,rowlandalexandra@gmail.com,0,0,1,Firefox,Windows,D17904557,61.5,14,8,0,6,2,19,1
149,CASH_OUT,861406.83,C244418902,861406.83,0.0,C1872196255,8283871.29,9145278.12,1,0,U123566,325,1,CN,0,Maria Perez,New Renee,sarahmiles@proton.me,1,1,0,Chrome,iOS,D82721218,85.9,5,6,1,4,2,8,1
349,CASH_OUT,147588.49,C1920702690,1732.0,0.0,C143103044,0.0,147588.49,0,0,U49856,977,0,PH,0,Lawrence Roberts,North Jacobport,jknight@yahoo.com,0,0,0,Opera,Linux,D94725818,79.7,13,14,0,1,0,-1,0
285,PAYMENT,5768.65,C1805878840,62618.0,56849.35,M1573746591,0.0,0.0,0,0,U194376,180,0,VN,0,Jennifer Andrews,Warrenport,isosa@gmail.com,1,0,1,Firefox,macOS,D76533068,226.8,21,11,0,2,1,251,0
252,CASH_IN,51854.28,C811551617,1790368.59,1842222.87,C1746679468,3521343.67,3469489.38,0,0,U159064,268,0,BR,0,Christopher Harrington,North James,zrichards@yahoo.com,0,0,0,Edge,Linux,D65957572,285.7,12,10,0,4,2,40,0
208,CASH_OUT,63872.17,C638726122,23467.0,0.0,C1574575239,3599883.97,3663756.14,0,0,U1517,440,0,PH,0,Joseph Hill,Lake Jamestown,james62@gmail.com,0,1,0,Opera,macOS,D50163941,68.0,16,8,0,7,2,70,0
40,CASH_IN,298265.4,C2011339906,6379122.97,6677388.37,C393799032,864370.5,566105.1,0,0,U97965,387,0,IN,0,Wanda Jackson,West Jennyshire,amccoy@gmail.com,0,0,0,Edge,Windows,D78281613,48.8,16,1,0,3,0,-1,0
9,TRANSFER,142262.64,C1776267947,0.0,0.0,C1872129696,155125.06,70473.08,0,0,U72250,843,0,GB,0,Chad Russell,Karishire,collinslevi@proton.me,0,0,1,Chrome,Android,D39581572,208.3,9,0,0,4,0,-1,0
211,PAYMENT,9157.42,C1997147912,0.0,0.0,M688484407,0.0,0.0,0,0,U83714,645,0,VN,0,Mike Chandler,Swansonbury,robinsonrachel@outlook.com,0,1,0,Firefox,Windows,D79600473,62.6,19,8,0,10,3,7,2
181,PAYMENT,4890.02,C888543975,0.0,0.0,M1744128722,0.0,0.0,0,0,U124114,89,0,PH,0,Renee Austin,Millermouth,zwatkins@proton.me,1,0,0,Opera,iOS,D52615223,81.1,13,7,0,4,3,46,0
135,PAYMENT,13590.26,C1839324815,0.0,0.0,M974554460,0.0,0.0,0,0,U194890,556,0,PH,0,Daniel Olson,Huertaland,brookskeith@yahoo.com,0,0,3,Chrome,Linux,D79091281,55.7,15,5,0,4,0,-1,0
325,PAYMENT,10204.08,C369775635,309.0,0.0,M1309159110,0.0,0.0,0,0,U106725,1318,0,GB,0,Jeremy Boyd,Danielborough,sarah48@hotmail.com,0,0,0,Edge,macOS,D91022329,147.6,13,13,0,5,2,121,0
143,PAYMENT,872.22,C305341734,9900.0,9027.78,M405332127,0.0,0.0,0,0,U111271,480,0,GB,0,Amy Burke,Kevinmouth,jaclynmcdaniel@proton.me,0,1,1,Safari,macOS,D11380127,151.0,23,5,0,10,2,99,0
331,CASH_IN,273654.96,C602566265,3937093.16,4210748.12,C1036396240,1225160.76,951505.8,0,0,U36671,244,0,GB,0,Lori Mckay,North Brendachester,fmoore@outlook.com,0,0,0,Edge,macOS,D36835645,793.6,19,13,0,5,3,199,0
158,CASH_OUT,108323.08,C1892811506,11567.0,0.0,C1801880221,1647274.54,1755597.62,0,0,U87861,732,0,PH,0,Christina Mccall,East Joshua,smalljill@proton.me,0,0,0,Firefox,iOS,D19687669,239.3,14,6,0,6,0,-1,0
37,CASH_OUT,137709.31,C1970819383,1035.0,0.0,C1558210555,38621.28,176330.58,0,0,U70645,278,0,PH,0,Patrick Vang,Jameshaven,anthonyrivera@icloud.com,0,0,0,Samsung Internet,Linux,D84913045,270.2,13,1,0,8,4,4,3
17,CASH_OUT,331227.51,C1824395027,69804.0,0.0,C170168875,276.0,198870.41,0,0,U90040,502,0,IN,0,Kyle Sanders,East Lisahaven,pwilliams@icloud.com,1,0,0,Edge,Windows,D38655000,401.8,17,0,0,3,1,6,1
38,PAYMENT,22875.28,C1793922432,18678.0,0.0,M1590718863,0.0,0.0,0,0,U63115,195,0,US,0,Wesley Morton,Fieldsfort,henryross@yahoo.com,0,0,1,Samsung Internet,Linux,D14244762,212.6,14,1,0,5,1,18,1
135,CASH_OUT,253247.52,C550417324,0.0,0.0,C1842160703,983692.96,1236940.48,0,0,U72630,265,0,IN,0,Morgan Conley,Samanthachester,debbieponce@outlook.com,1,0,0,Chrome,Linux,D48406334,68.1,15,5,0,4,0,-1,0
36,CASH_OUT,49342.26,C1746456788,194217.9,144875.65,C1756248403,1144939.24,1194281.5,0,0,U37338,1059,0,FR,0,Adam Chandler,East Teresa,douglasapril@proton.me,1,0,0,Edge,Android,D93220054,79.2,12,1,0,4,1,18,1
42,CASH_OUT,188336.31,C517661735,0.0,0.0,C413194235,696059.94,996768.24,0,0,U175353,634,0,FR,0,Monica Gonzales,West Christina,wesley56@icloud.com,1,0,1,Edge,Windows,D88610895,46.4,18,1,0,2,0,-1,0
347,PAYMENT,10537.9,C955903808,755.0,0.0,M514572703,0.0,0.0,0,0,U105053,184,0,VN,0,Paul Castillo,West Peter,ogilmore@proton.me,0,0,1,Opera,Android,D25143050,2229.9,11,14,0,6,5,15,1
178,CASH_IN,251035.97,C1689804932,4386609.54,4637645.51,C951020302,511489.47,260453.5,0,0,U19535,115,0,DE,0,Shane Lopez,South Courtney,gary95@proton.me,0,1,0,Opera,Linux,D10953027,36.5,10,7,0,4,0,-1,0
375,PAYMENT,7582.33,C26642701,8242.71,660.38,M1369817366,0.0,0.0,0,0,U27183,190,0,BR,0,Erin Pierce,North Ericchester,shood@gmail.com,0,0,0,Samsung Internet,Windows,D51950294,49.1,15,15,0,6,3,89,0
401,CASH_OUT,181397.34,C534732899,0.0,0.0,C1909848342,1967312.56,2148709.89,0,0,U70112,291,0,DE,0,Sean Nichols,South Kevin,shawn61@proton.me,1,0,1,Chrome,macOS,D68901678,32.6,17,16,0,4,3,195,0
297,PAYMENT,11426.77,C922621347,12740.0,1313.23,M931565534,0.0,0.0,0,0,U124693,242,0,PH,0,Rebecca Jones,Mendezmouth,taylor25@gmail.com,0,0,0,Edge,macOS,D84883615,40.3,9,12,0,5,2,140,0
180,CASH_OUT,98318.2,C1612927592,0.0,0.0,C1481851679,8979173.14,9077491.34,0,0,U28542,572,0,PH,0,Ashley Singh,New Kyle,garciabrittany@proton.me,0,0,1,Opera,Windows,D37765863,132.7,12,7,0,5,1,47,0
145,PAYMENT,9049.78,C999692945,5117.0,0.0,M164762800,0.0,0.0,0,0,U174473,1048,0,IN,0,Geoffrey Smith,West Steven,sgarcia@yahoo.com,0,0,0,Chrome,iOS,D78967551,842.3,1,6,1,6,1,103,0
254,TRANSFER,611188.37,C914020410,37123.0,0.0,C345844800,0.0,611188.37,0,0,U43226,307,0,FR,0,Matthew Brown,West Gregoryport,woodjames@outlook.com,1,1,1,Chrome,Android,D32972856,115.8,14,10,0,4,1,241,0
250,TRANSFER,278615.79,C1379859131,126367.02,0.0,C1190298748,1268918.14,1547533.93,0,0,U157389,1949,0,PH,0,Dr. Glenda Hatfield,South Wesleytown,nicole56@gmail.com,0,0,0,Edge,Windows,D79222412,103.9,10,10,0,8,3,38,0
396,TRANSFER,762158.61,C1413137789,0.0,0.0,C758612630,2180933.36,2943091.97,0,0,U154234,247,0,US,0,Jeffrey Gamble,New Joshua,tdavidson@icloud.com,0,0,0,Opera,iOS,D48265486,43.5,12,16,0,9,7,19,1
186,CASH_OUT,45737.13,C1174809980,17030.0,0.0,C1979570604,246967.84,292704.97,0,0,U117172,2571,0,PH,0,Jacqueline Wallace,Lake Michaelbury,caroline58@outlook.com,0,0,0,Chrome,Android,D12061208,321.4,18,7,0,8,2,19,1
354,CASH_IN,307568.03,C1125538648,35990.0,343558.03,C1725005569,11017255.8,10709687.77,0,0,U67842,127,0,DE,0,Gregory Morales,Erikburgh,jbaker@yahoo.com,0,1,0,Chrome,Linux,D90192269,5.4,18,14,0,5,2,123,0
275,TRANSFER,262009.97,C951163258,0.0,0.0,C1099107305,491934.37,1123483.55,0,0,U156331,586,0,GB,0,Rodney Holder,Orozcohaven,heather56@yahoo.com,0,0,1,Edge,iOS,D25865706,30.0,11,11,0,4,2,17,1
11,PAYMENT,1800.2,C312895699,0.0,0.0,M1853010041,0.0,0.0,0,0,U73198,2185,0,BR,0,Tracy Hammond,Lake Kennethville,fperry@proton.me,0,0,0,Opera,Windows,D31228815,23.0,11,0,0,6,0,-1,0
20,PAYMENT,2645.96,C1297318443,0.0,0.0,M683269667,0.0,0.0,0,0,U174657,888,0,IN,0,Heather Vazquez,Lake Lisastad,connienorman@proton.me,0,0,0,Samsung Internet,Android,D77166211,230.7,20,0,0,7,1,4,1
33,PAYMENT,1454.11,C1015982029,47225.0,45770.89,M2034279124,0.0,0.0,0,0,U13432,312,0,GB,0,Zachary Fuller,Riveraport,katelynsantana@gmail.com,1,0,0,Firefox,Linux,D33000427,180.7,9,1,0,5,0,-1,0
44,PAYMENT,19067.42,C423904597,42211.0,23143.58,M1328363404,0.0,0.0,0,0,U197078,467,0,IN,0,Renee Buck,North Davidchester,usmith@hotmail.com,0,0,0,Chrome,Windows,D61539976,638.2,20,1,0,6,0,-1,0
322,CASH_OUT,19730.63,C494980495,30869.0,11138.37,C756391334,1601784.46,1621515.09,0,0,U179340,151,0,IN,0,Jimmy Kirby,Nicholasshire,fergusonchristopher@hotmail.com,0,0,0,Firefox,Windows,D42110532,196.8,10,13,0,5,4,21,1
256,PAYMENT,9063.2,C185971295,0.0,0.0,M1525205364,0.0,0.0,0,0,U31564,450,0,US,0,Lisa Williams,New Mindy,cynthia78@proton.me,1,0,0,Safari,Windows,D75234378,186.6,16,10,0,12,5,1,1
138,CASH_OUT,97912.97,C155377920,0.0,0.0,C1201882874,474424.67,572337.64,0,0,U102755,138,0,BR,0,Kristine Bennett,Andrewview,patrickmonroe@outlook.com,0,0,0,Samsung Internet,Android,D11022067,15.8,18,5,0,7,2,98,0
404,CASH_OUT,100450.04,C607297632,49887.0,0.0,C1323671795,82369.13,182819.17,0,0,U190832,1093,0,VN,0,Robert Alexander,Port Sarah,rle@proton.me,0,0,1,Edge,Linux,D76406671,1073.0,20,16,0,7,5,24,1
327,CASH_IN,172254.02,C292753756,811406.14,983660.16,C1815458036,304497.34,132243.32,0,0,U41594,512,0,US,0,Jason Mcconnell,Lake Wendy,richardlevine@icloud.com,0,0,2,Opera,iOS,D20942075,98.2,15,13,0,12,8,19,1
347,CASH_IN,88890.61,C1632506040,3095586.59,3184477.19,C1576974192,259812.84,170922.24,0,0,U109415,373,0,IN,0,Heather Walker,Joyton,gjensen@hotmail.com,0,0,1,Firefox,Windows,D64121750,63.0,11,14,0,7,4,66,0
202,PAYMENT,112.67,C1005379115,350887.0,350774.33,M312621605,0.0,0.0,0,0,U75798,423,0,US,1,April Morgan,Ramirezmouth,balljoseph@tempmail.com,0,0,0,Firefox,Windows,D56575497,351.3,10,8,0,5,1,62,0
397,PAYMENT,5393.21,C529144320,46479.0,41085.79,M861779127,0.0,0.0,0,0,U139704,706,0,US,0,Jill Knox,North Katelyn,levans@proton.me,0,0,0,Firefox,Linux,D98495855,221.0,13,16,0,5,4,41,0
359,CASH_OUT,150415.38,C1004643660,27891.13,0.0,C772103099,322865.81,473281.19,0,0,U157891,760,0,IN,0,Cheryl Sullivan,New Thomasview,wilcoxmichele@proton.me,0,0,1,Edge,macOS,D52041464,177.2,23,14,0,6,4,3,1
252,PAYMENT,22071.85,C1708456622,513195.48,491123.63,M1351980560,0.0,0.0,0,0,U98027,490,0,IN,0,Pamela Lee,Charlesmouth,tomdavis@hotmail.com,1,0,0,Opera,Linux,D41792459,72.6,12,10,0,8,3,14,1
202,PAYMENT,14369.54,C639743994,103792.51,89422.96,M1167849354,0.0,0.0,0,0,U77095,1277,0,IN,1,Eric Garcia,Lake Aaronchester,dbean@tempmail.com,0,0,1,Firefox,iOS,D63756023,348.3,10,8,0,6,3,19,1
378,PAYMENT,20581.91,C2042173200,11663.0,0.0,M1249577412,0.0,0.0,0,0,U124410,273,1,ID,0,Erin Williams,Shannonmouth,elaine27@proton.me,0,0,0,Edge,macOS,D31798131,194.2,18,15,0,2,1,121,0
136,PAYMENT,9764.04,C285925922,19368.0,9603.96,M1850716837,0.0,0.0,0,0,U172667,649,0,GB,1,Margaret Juarez,Benjamintown,martinezsusan@tempmail.com,0,0,1,Opera,Linux,D20232399,44.2,16,5,0,4,0,-1,0
211,PAYMENT,15770.99,C2062375165,0.0,0.0,M705850395,0.0,0.0,0,0,U48474,95,0,US,0,Pamela Holder,Friedmanstad,greenandrew@gmail.com,0,0,0,Opera,Windows,D81739903,47.8,19,8,0,3,1,24,1
141,PAYMENT,4087.17,C1099128524,206508.88,202421.71,M500539706,0.0,0.0,0,0,U139381,853,0,FR,0,Emily Benson,Riverahaven,john53@gmail.com,0,0,0,Opera,Linux,D18287846,625.2,21,5,0,7,2,100,0
9,CASH_OUT,149795.44,C1282558425,0.0,0.0,C1401721023,1790074.15,5630975.52,0,0,U111327,123,0,PH,0,Michael Webb,Smithport,ryancabrera@hotmail.com,0,0,0,Chrome,iOS,D88559363,9.4,9,0,0,6,0,-1,0
400,CASH_OUT,326126.37,C1125251546,0.0,0.0,C1404391737,6210913.14,6537039.52,0,0,U49241,688,0,PH,0,James Ryan III,New Brentmouth,ghumphrey@gmail.com,1,0,0,Samsung Internet,Linux,D61346806,16.0,16,16,0,9,8,93,0
378,CASH_OUT,46570.02,C1608671638,9118.0,0.0,C1867606571,15513.43,62083.44,0,0,U67637,147,0,FR,1,Marie Galvan,Geraldville,jharris@trashmail.com,0,0,1,Safari,Windows,D31167257,83.9,18,15,0,4,3,217,0
283,CASH_OUT,135809.17,C608345282,28582.0,0.0,C1474756779,248472.42,384281.58,0,0,U173085,125,0,VN,0,Ashley Cooper,Clarkmouth,jenniferzimmerman@proton.me,0,0,0,Opera,Linux,D74408728,89.6,19,11,0,2,0,-1,0
374,CASH_OUT,86191.45,C66829202,12272.0,0.0,C1512883221,104329.35,190520.8,0,0,U161000,608,0,IN,0,Justin Gomez,North Howard,alisonyoung@gmail.com,0,0,3,Safari,macOS,D31564814,42.2,14,15,0,4,3,42,0
184,PAYMENT,8908.4,C179103186,0.0,0.0,M2062050502,0.0,0.0,0,0,U18607,728,0,US,0,Mathew Rodriguez,South Victoriaport,bentleystanley@proton.me,1,0,0,Safari,Android,D25082099,596.2,16,7,0,7,4,41,0
380,PAYMENT,11319.16,C328928085,10883.0,0.0,M1550063920,0.0,0.0,0,0,U132686,1184,0,DE,0,Dr. Robin Reyes MD,Susanton,abigail70@icloud.com,0,1,0,Safari,Windows,D69611619,345.4,20,15,0,4,3,94,0
229,CASH_OUT,261894.81,C775433361,0.0,0.0,C1117332087,474976.27,736871.08,0,0,U170476,580,0,IN,0,Daniel Brown,East Brucehaven,kelsey17@proton.me,0,0,1,Safari,Android,D51361113,100.0,13,9,0,3,1,22,1
178,CASH_IN,126821.43,C1062128173,259.0,127080.43,C6843946,1042854.05,916032.62,0,0,U91418,340,0,FR,0,William Harris,Port Stephanie,leethomas@gmail.com,0,0,0,Edge,macOS,D75203723,141.3,10,7,0,10,4,15,1
304,PAYMENT,5119.94,C1028798993,20156.0,15036.06,M745485187,0.0,0.0,0,0,U79752,357,0,VN,0,Robert Nolan,Edwardtown,johnsondavid@yahoo.com,0,0,0,Chrome,macOS,D99307928,143.0,16,12,0,8,5,25,0
308,PAYMENT,16272.32,C1823512705,0.0,0.0,M968470413,0.0,0.0,0,0,U149445,605,1,CN,0,Billy Reyes,Geraldstad,brian44@hotmail.com,0,0,0,Safari,iOS,D20289064,64.2,20,12,0,9,5,48,0
252,PAYMENT,16146.3,C881390353,0.0,0.0,M1528166952,0.0,0.0,0,0,U95910,77,1,RU,0,Kevin Rivers,Mitchellland,hamiltonhoward@yahoo.com,0,0,0,Chrome,macOS,D67120201,350.4,12,10,0,8,5,72,0
354,CASH_OUT,74648.5,C940158374,0.0,0.0,C219116983,3138713.37,3213361.87,0,0,U5917,390,0,GB,0,Mrs. Bonnie Holloway,North Jonathanview,douglasturner@yahoo.com,0,0,0,Chrome,Linux,D91783267,21.2,18,14,0,5,4,29,0
374,CASH_OUT,107062.35,C1892069663,50585.0,0.0,C1946200395,39707.9,146770.25,0,0,U100860,593,0,IN,0,Diana Haley,Millerfort,stephaniechavez@icloud.com,0,0,0,Opera,macOS,D58688711,24.0,14,15,0,5,2,97,0
377,CASH_IN,64404.26,C1057926871,2893474.57,2957878.82,C1131345108,883646.1,819241.84,0,0,U158515,374,0,PH,0,Nicole Mcpherson,Jonfort,micheal36@yahoo.com,0,0,0,Samsung Internet,Windows,D86052137,61.9,17,15,0,7,5,160,0
184,CASH_OUT,146209.09,C1586894077,0.0,0.0,C679828201,178946.72,325155.81,0,0,U193367,197,0,GB,0,Courtney Watson,New Brian,millerstacey@yahoo.com,0,0,1,Edge,iOS,D68758940,67.0,16,7,0,6,2,43,0
179,DEBIT,1427.7,C1609413327,31338.0,29910.3,C696392761,303258.28,304685.98,0,0,U167283,266,0,DE,0,Michael Cannon,Brianburgh,jim41@proton.me,0,0,0,Firefox,macOS,D60774238,40.7,11,7,0,5,1,60,0
19,CASH_OUT,194144.02,C1956266276,41472.0,0.0,C1494503864,5000425.62,5932562.64,0,0,U166331,230,0,IN,0,Robert Watkins,Gonzaleston,mccoytyrone@hotmail.com,0,0,0,Edge,Linux,D78081037,11.7,19,0,0,3,0,-1,0
179,CASH_OUT,284413.65,C1333873865,15523.0,0.0,C960577414,75992.08,360405.73,0,0,U91276,66,0,FR,0,Stefanie Huffman,Guerreroberg,brian24@icloud.com,0,0,1,Chrome,iOS,D90318239,598.4,11,7,0,8,1,166,0
129,CASH_OUT,116808.82,C103398530,261.0,0.0,C1327630813,6430487.21,6547296.02,0,0,U163629,507,0,VN,0,Stephanie Johnston,Robinsonview,codywiggins@proton.me,0,0,0,Firefox,iOS,D11430860,454.3,9,5,0,4,0,-1,0
400,CASH_IN,179377.06,C712606465,1015992.52,1195369.58,C543583577,644687.83,465310.77,0,0,U28525,168,0,FR,0,Cheyenne Martinez,Lake Kent,sbecker@proton.me,0,0,0,Opera,Linux,D24269794,155.8,16,16,0,5,4,54,0
283,CASH_OUT,184060.17,C1574495473,102480.0,0.0,C25433370,609875.47,793935.64,0,0,U192980,279,0,DE,0,Ashley Jackson,Moyerview,chambersashley@yahoo.com,0,0,0,Edge,Android,D35221732,49.7,19,11,0,3,0,-1,0
375,CASH_OUT,256644.38,C1713904164,10090.0,0.0,C642292522,0.0,256644.38,0,0,U3911,40,0,DE,0,Priscilla Garcia,West Haley,coxrachael@hotmail.com,0,0,0,Firefox,Android,D35647479,666.4,15,15,0,3,2,6,1
40,PAYMENT,7825.01,C2046739420,151003.25,143178.24,M1630446628,0.0,0.0,0,0,U110701,1769,0,US,0,Miranda Wood,New Robinchester,tiffany66@gmail.com,0,1,0,Edge,Android,D26707637,198.4,16,1,0,8,0,-1,0
9,CASH_OUT,99396.32,C1197134363,610794.31,511397.99,C887692573,328200.36,217975.86,0,0,U43710,994,1,ID,0,Brittany Rojas DDS,Stonehaven,zgarcia@outlook.com,1,0,1,Samsung Internet,iOS,D89722634,172.9,9,0,0,6,0,-1,0
306,CASH_OUT,223649.05,C1054000037,0.0,0.0,C1994368289,316797.81,540446.86,0,0,U103239,387,0,FR,0,Eric Butler,Port Anthonybury,sandersheather@hotmail.com,0,0,0,Edge,Android,D89644093,267.6,18,12,0,2,1,146,0
688,CASH_IN,215967.69,C645606071,6931829.05,7147796.74,C1087355695,2100447.41,1884479.72,0,0,U12862,468,0,IN,0,Bobby Robinson,South Nicolebury,brian83@hotmail.com,0,0,1,Chrome,Android,D37022284,61.3,16,28,0,5,4,435,0
332,PAYMENT,9906.69,C1697696293,38212.0,28305.31,M1084261111,0.0,0.0,0,0,U24298,724,0,VN,0,Robert Reyes,Lake Donaldmouth,amandacastillo@hotmail.com,0,0,0,Chrome,macOS,D77322173,300.6,20,13,0,4,3,50,0
321,CASH_IN,128240.15,C178828011,1896977.77,2025217.92,C112041094,1491237.27,1362997.12,0,0,U108924,410,0,VN,0,Sandra Schmidt,North Brandi,michael80@proton.me,0,0,0,Edge,Android,D42591063,108.7,9,13,0,6,4,21,1
15,CASH_OUT,177985.06,C470792664,111348.0,0.0,C437394743,0.0,27088.14,0,0,U130079,1430,0,PH,0,Gregory Thompson,Port Johntown,kmitchell@outlook.com,0,0,0,Safari,Android,D48443408,34.4,15,0,0,5,1,5,1
42,PAYMENT,12316.61,C1096669133,484194.71,471878.1,M975277451,0.0,0.0,0,0,U52105,186,0,DE,0,Michael Orr,South Tracy,gabbott@gmail.com,0,0,0,Samsung Internet,Linux,D18353777,63.4,18,1,0,4,0,-1,0
214,PAYMENT,817.59,C1462647187,188220.0,187402.41,M1286211085,0.0,0.0,0,0,U194133,76,0,VN,0,Michael Hernandez,Medinaberg,rwilliams@proton.me,0,0,1,Samsung Internet,Linux,D62153043,39.5,22,8,0,7,5,4,3
299,CASH_OUT,367050.13,C203748334,20284.0,0.0,C276059392,926199.3,1293249.42,0,0,U146134,93,0,PH,0,Jasmine Lowe,Lynnfort,james03@gmail.com,1,0,0,Samsung Internet,macOS,D13271808,38.7,11,12,0,5,3,23,1
132,CASH_IN,147612.36,C1558208917,8192212.6,8339824.97,C772721354,454883.77,307271.41,0,0,U5223,93,0,FR,0,Mrs. Melissa Hall,South Daniel,melanie35@icloud.com,0,0,1,Safari,iOS,D13709244,23.8,12,5,0,5,0,-1,0
19,TRANSFER,830849.82,C272372211,36339.0,0.0,C262986391,0.0,830849.82,0,0,U130051,147,0,GB,0,Jacob Terrell,Port Jesse,henryrobin@icloud.com,0,0,1,Samsung Internet,Android,D21853158,128.1,19,0,0,9,0,-1,0
378,CASH_OUT,6472.93,C1787374192,21606.0,15133.07,C1928735893,205306.9,211779.83,0,0,U97105,347,0,BR,0,Shelby Ortiz,Johnsonhaven,daltonethan@proton.me,1,0,0,Edge,iOS,D16833608,179.0,18,15,0,6,5,4,1
300,PAYMENT,37887.03,C109342275,249239.77,211352.74,M392630448,0.0,0.0,0,0,U119666,421,0,FR,0,Sarah Burke,Leslieshire,wilsontracey@proton.me,0,0,0,Safari,Android,D38698537,70.8,12,12,0,8,3,47,0
373,CASH_IN,201585.77,C2005545337,103575.0,305160.77,C1624671969,0.0,0.0,0,0,U194098,529,0,PH,0,Jennifer Noble,Lisaburgh,grahamroberto@yahoo.com,0,0,0,Opera,iOS,D75623024,90.7,13,15,0,7,6,44,0
304,TRANSFER,9502598.71,C906884584,0.0,0.0,C1635233792,20000000.0,29502598.71,0,0,U83538,216,0,DE,0,Alex Mills,Ashleyville,gayrobert@yahoo.com,0,0,0,Chrome,macOS,D38214553,893.7,16,12,0,3,2,147,0
404,CASH_OUT,311038.87,C2139168475,0.0,0.0,C1067970989,3647742.45,3958781.32,0,0,U193125,969,0,GB,0,Micheal Vasquez,South Sarahshire,tammy48@icloud.com,0,0,0,Firefox,iOS,D69395819,44.0,20,16,0,12,11,24,1
137,TRANSFER,67300.75,C881200240,19876.0,0.0,C547565037,2840454.49,2907755.23,0,0,U47635,188,0,US,0,Nathaniel Sharp,Jeffreyport,jonathan35@proton.me,0,0,0,Safari,Android,D86536124,48.4,17,5,0,6,2,5,1
280,PAYMENT,679.01,C1549769720,0.0,0.0,M237371281,0.0,0.0,0,0,U130909,303,0,VN,0,Kathryn Martinez,Nicholaschester,tannerstacy@gmail.com,0,1,0,Firefox,iOS,D45662540,45.5,16,11,0,1,0,-1,0
329,TRANSFER,401985.73,C321724772,0.0,0.0,C383327567,3145749.15,3547734.88,0,0,U38054,709,0,GB,0,Taylor Adams,West Philip,davidbailey@hotmail.com,0,0,0,Opera,macOS,D92102551,176.4,17,13,0,7,3,1,1
39,CASH_IN,77060.01,C544348115,30670.0,107730.01,C450042361,56963.93,0.0,0,0,U49012,2586,0,BR,0,Natalie Davis,Lake Wesleybury,johnhampton@icloud.com,0,0,0,Safari,Windows,D23079987,121.4,15,1,0,7,0,-1,0
352,CASH_OUT,376241.83,C109371611,0.0,0.0,C216450312,799809.37,1176051.2,0,0,U15264,230,0,IN,0,Mary Guerra,South Tiffanyhaven,cohenronnie@hotmail.com,0,0,0,Chrome,macOS,D87765540,34.6,16,14,0,5,3,50,0
